,precision,recall,f1-score,support
ARP_poisioning,0.954169318905156,0.9670967741935483,0.9605895546299263,1550.0
DDOS_Slowloris,0.7571428571428571,0.9906542056074766,0.8582995951417004,107.0
DOS_SYN_Hping,1.0,1.0,1.0,18932.0
MQTT_Publish,1.0,0.9963811821471653,0.9981873111782478,829.0
Metasploit_Brute_Force_SSH,0.7,1.0,0.8235294117647058,7.0
NMAP_FIN_SCAN,0.4166666666666667,0.8333333333333334,0.5555555555555556,6.0
NMAP_OS_DETECTION,0.9925558312655087,1.0,0.9962640099626401,400.0
NMAP_TCP_scan,0.9049773755656109,1.0,0.9501187648456056,200.0
NMAP_UDP_SCAN,0.9838056680161943,0.9382239382239382,0.9604743083003953,518.0
NMAP_XMAS_TREE_SCAN,1.0,0.9950248756218906,0.9975062344139651,402.0
Thing_Speak,0.9871712636305324,0.9488286066584464,0.9676202452059101,1622.0
Wipro_bulb,0.8214285714285714,0.9019607843137255,0.8598130841121495,51.0
accuracy,0.9927712800519818,0.9927712800519818,0.9927712800519818,0.9927712800519818
macro avg,0.8764931293850915,0.9642919750082938,0.9106631729259002,24624.0
weighted avg,0.9933841179508031,0.9927712800519818,0.9929227682927592,24624.0
