,precision,recall,f1-score,support
ARP_poisioning,0.9852658552210122,0.9922580645161291,0.9887495981999357,1550.0
DDOS_Slowloris,0.9514563106796117,0.9158878504672897,0.9333333333333333,107.0
DOS_SYN_Hping,1.0,1.0,1.0,18932.0
MQTT_Publish,0.998792270531401,0.9975874547647768,0.9981894990947495,829.0
Metasploit_Brute_Force_SSH,0.7777777777777778,1.0,0.875,7.0
NMAP_FIN_SCAN,0.7142857142857143,0.8333333333333334,0.7692307692307693,6.0
NMAP_OS_DETECTION,1.0,1.0,1.0,400.0
NMAP_TCP_scan,1.0,1.0,1.0,200.0
NMAP_UDP_SCAN,0.975095785440613,0.9826254826254827,0.9788461538461538,518.0
NMAP_XMAS_TREE_SCAN,1.0,0.9950248756218906,0.9975062344139651,402.0
Thing_Speak,0.9931719428926132,0.9864364981504316,0.9897927621404269,1622.0
Wipro_bulb,0.9803921568627451,0.9803921568627451,0.9803921568627451,51.0
accuracy,0.9976445743989604,0.9976445743989604,0.9976445743989604,0.9976445743989604
macro avg,0.9480198178076241,0.9736288096951733,0.9592533755935065,24624.0
weighted avg,0.9976738693983933,0.9976445743989604,0.9976507349480176,24624.0
