,precision,recall,f1-score,support
ARP_poisioning,0.9648117839607201,0.7606451612903226,0.8506493506493507,1550.0
DDOS_Slowloris,0.7412587412587412,0.9906542056074766,0.848,107.0
DOS_SYN_Hping,0.9997887621461766,1.0,0.9998943699165522,18932.0
MQTT_Publish,1.0,0.9975874547647768,0.998792270531401,829.0
Metasploit_Brute_Force_SSH,0.07368421052631578,1.0,0.13725490196078433,7.0
NMAP_FIN_SCAN,0.5555555555555556,0.8333333333333334,0.6666666666666666,6.0
NMAP_OS_DETECTION,1.0,1.0,1.0,400.0
NMAP_TCP_scan,1.0,1.0,1.0,200.0
NMAP_UDP_SCAN,0.9274809160305344,0.9382239382239382,0.9328214971209213,518.0
NMAP_XMAS_TREE_SCAN,1.0,0.9950248756218906,0.9975062344139651,402.0
Thing_Speak,0.865373645179692,0.9352651048088779,0.898962962962963,1622.0
Wipro_bulb,0.391304347826087,0.8823529411764706,0.5421686746987951,51.0
accuracy,0.978882391163093,0.978882391163093,0.978882391163093,0.978882391163093
macro avg,0.793271496873652,0.9444239179022572,0.8227264107434499,24624.0
weighted avg,0.9844724905351138,0.978882391163093,0.9804324988397308,24624.0
