,precision,recall,f1-score,support
ARP_poisioning,0.9884467265725289,0.9935483870967742,0.990990990990991,1550.0
DDOS_Slowloris,1.0,0.9906542056074766,0.9953051643192489,107.0
DOS_SYN_Hping,1.0,1.0,1.0,18932.0
MQTT_Publish,0.998792270531401,0.9975874547647768,0.9981894990947495,829.0
Metasploit_Brute_Force_SSH,0.7777777777777778,1.0,0.875,7.0
NMAP_FIN_SCAN,0.8333333333333334,0.8333333333333334,0.8333333333333334,6.0
NMAP_OS_DETECTION,1.0,1.0,1.0,400.0
NMAP_TCP_scan,1.0,1.0,1.0,200.0
NMAP_UDP_SCAN,0.9961315280464217,0.9942084942084942,0.9951690821256038,518.0
NMAP_XMAS_TREE_SCAN,0.9975062344139651,0.9950248756218906,0.9962640099626401,402.0
Thing_Speak,0.9938195302843016,0.9913686806411838,0.9925925925925926,1622.0
Wipro_bulb,0.9795918367346939,0.9411764705882353,0.96,51.0
accuracy,0.9985380116959064,0.9985380116959064,0.9985380116959064,0.9985380116959064
macro avg,0.9637832698078684,0.9780751584885138,0.9697370560349299,24624.0
weighted avg,0.9985568454540067,0.9985380116959064,0.9985420193753642,24624.0
