,precision,recall,f1-score,support
ARP_poisioning,0.9231722428748451,0.9612903225806452,0.9418457648546145,1550.0
DDOS_Slowloris,0.9885057471264368,0.8037383177570093,0.8865979381443299,107.0
DOS_SYN_Hping,1.0,1.0,1.0,18932.0
MQTT_Publish,0.998792270531401,0.9975874547647768,0.9981894990947495,829.0
Metasploit_Brute_Force_SSH,1.0,0.8571428571428571,0.9230769230769231,7.0
NMAP_FIN_SCAN,0.0,0.0,0.0,6.0
NMAP_OS_DETECTION,0.9523809523809523,1.0,0.975609756097561,400.0
NMAP_TCP_scan,0.9049773755656109,1.0,0.9501187648456056,200.0
NMAP_UDP_SCAN,0.9482071713147411,0.918918918918919,0.9333333333333333,518.0
NMAP_XMAS_TREE_SCAN,1.0,0.9950248756218906,0.9975062344139651,402.0
Thing_Speak,0.9716088328075709,0.9494451294697904,0.9603991269098846,1622.0
Wipro_bulb,1.0,0.5686274509803921,0.725,51.0
accuracy,0.9903346328784925,0.9903346328784925,0.9903346328784925,0.9903346328784925
macro avg,0.890637049383463,0.8376479439363567,0.8576397783975804,24624.0
weighted avg,0.9903246662317047,0.9903346328784925,0.9900975373730603,24624.0
