,precision,recall,f1-score,support
ARP_poisioning,0.9523809523809523,0.18064516129032257,0.3036876355748373,1550.0
DDOS_Slowloris,0.7019867549668874,0.9906542056074766,0.8217054263565892,107.0
DOS_SYN_Hping,0.9997887621461766,1.0,0.9998943699165522,18932.0
MQTT_Publish,1.0,0.9951749095295537,0.9975816203143894,829.0
Metasploit_Brute_Force_SSH,0.01808785529715762,1.0,0.03553299492385787,7.0
NMAP_FIN_SCAN,0.3125,0.8333333333333334,0.45454545454545453,6.0
NMAP_OS_DETECTION,0.9925558312655087,1.0,0.9962640099626401,400.0
NMAP_TCP_scan,0.9049773755656109,1.0,0.9501187648456056,200.0
NMAP_UDP_SCAN,0.8036303630363036,0.9401544401544402,0.8665480427046264,518.0
NMAP_XMAS_TREE_SCAN,1.0,0.9950248756218906,0.9975062344139651,402.0
Thing_Speak,0.7210179076343073,0.9432799013563502,0.8173076923076923,1622.0
Wipro_bulb,0.16730038022813687,0.8627450980392157,0.2802547770700637,51.0
accuracy,0.9428200129954516,0.9428200129954516,0.9428200129954516,0.9428200129954516
macro avg,0.71451884854342,0.8950843270777153,0.7100789185780229,24624.0
weighted avg,0.9699734900973458,0.9428200129954516,0.9379862944207653,24624.0
