,precision,recall,f1-score,support
ARP_poisioning,0.949501246882793,0.9825806451612903,0.9657577679137603,1550.0
DDOS_Slowloris,1.0,0.8037383177570093,0.8911917098445595,107.0
DOS_SYN_Hping,1.0,1.0,1.0,18932.0
MQTT_Publish,1.0,0.9951749095295537,0.9975816203143894,829.0
Metasploit_Brute_Force_SSH,1.0,0.8571428571428571,0.9230769230769231,7.0
NMAP_FIN_SCAN,0.8333333333333334,0.8333333333333334,0.8333333333333334,6.0
NMAP_OS_DETECTION,0.9900990099009901,1.0,0.9950248756218906,400.0
NMAP_TCP_scan,1.0,0.99,0.9949748743718593,200.0
NMAP_UDP_SCAN,0.9622641509433962,0.9845559845559846,0.9732824427480916,518.0
NMAP_XMAS_TREE_SCAN,1.0,0.9950248756218906,0.9975062344139651,402.0
Thing_Speak,0.974422956955708,0.9630086313193588,0.9686821705426356,1622.0
Wipro_bulb,0.9666666666666667,0.5686274509803921,0.7160493827160493,51.0
accuracy,0.9939896036387265,0.9939896036387265,0.9939896036387265,0.9939896036387265
macro avg,0.9730239470569072,0.914432250450139,0.9380384445747881,24624.0
weighted avg,0.9940721817332505,0.9939896036387265,0.9938524403330731,24624.0
