,precision,recall,f1-score,support
ARP_poisioning,0.9890815671162492,0.9935483870967742,0.9913099452848407,1550.0
DDOS_Slowloris,1.0,1.0,1.0,107.0
DOS_SYN_Hping,1.0,1.0,1.0,18932.0
MQTT_Publish,0.998792270531401,0.9975874547647768,0.9981894990947495,829.0
Metasploit_Brute_Force_SSH,0.7777777777777778,1.0,0.875,7.0
NMAP_FIN_SCAN,0.7142857142857143,0.8333333333333334,0.7692307692307693,6.0
NMAP_OS_DETECTION,1.0,1.0,1.0,400.0
NMAP_TCP_scan,1.0,1.0,1.0,200.0
NMAP_UDP_SCAN,0.9942084942084942,0.9942084942084942,0.9942084942084942,518.0
NMAP_XMAS_TREE_SCAN,1.0,0.9950248756218906,0.9975062344139651,402.0
Thing_Speak,0.9944272445820433,0.9901356350184957,0.9922767995057151,1622.0
Wipro_bulb,0.9803921568627451,0.9803921568627451,0.9803921568627451,51.0
accuracy,0.9985786224821313,0.9985786224821313,0.9985786224821313,0.9985786224821313
macro avg,0.9540804354470355,0.9820191947422092,0.9665094915501067,24624.0
weighted avg,0.9986097454005423,0.9985786224821313,0.9985883840801297,24624.0
