,precision,recall,f1-score,support
ARP_poisioning,0.9784126984126984,0.9941935483870967,0.98624,1550.0
DDOS_Slowloris,0.9693877551020408,0.8878504672897196,0.926829268292683,107.0
DOS_SYN_Hping,1.0,1.0,1.0,18932.0
MQTT_Publish,0.9975874547647768,0.9975874547647768,0.9975874547647768,829.0
Metasploit_Brute_Force_SSH,0.7,1.0,0.8235294117647058,7.0
NMAP_FIN_SCAN,0.7142857142857143,0.8333333333333334,0.7692307692307693,6.0
NMAP_OS_DETECTION,1.0,1.0,1.0,400.0
NMAP_TCP_scan,1.0,1.0,1.0,200.0
NMAP_UDP_SCAN,0.9710982658959537,0.972972972972973,0.9720347155255545,518.0
NMAP_XMAS_TREE_SCAN,0.9975062344139651,0.9950248756218906,0.9962640099626401,402.0
Thing_Speak,0.9950093574547723,0.9833538840937115,0.9891472868217054,1622.0
Wipro_bulb,0.98,0.9607843137254902,0.9702970297029703,51.0
accuracy,0.9971978557504874,0.9971978557504874,0.9971978557504874,0.9971978557504874
macro avg,0.9419406233608268,0.9687584041824161,0.9525966621721503,24624.0
weighted avg,0.9972531462143223,0.9971978557504874,0.9972026065867418,24624.0
