,precision,recall,f1-score,support
ARP_poisioning,0.9599211563731932,0.9425806451612904,0.951171875,1550.0
DDOS_Slowloris,0.762589928057554,0.9906542056074766,0.8617886178861789,107.0
DOS_SYN_Hping,1.0,1.0,1.0,18932.0
MQTT_Publish,1.0,0.9975874547647768,0.998792270531401,829.0
Metasploit_Brute_Force_SSH,0.5833333333333334,1.0,0.7368421052631579,7.0
NMAP_FIN_SCAN,0.1,0.8333333333333334,0.17857142857142858,6.0
NMAP_OS_DETECTION,0.9925558312655087,1.0,0.9962640099626401,400.0
NMAP_TCP_scan,0.9049773755656109,1.0,0.9501187648456056,200.0
NMAP_UDP_SCAN,0.9979508196721312,0.9401544401544402,0.9681908548707754,518.0
NMAP_XMAS_TREE_SCAN,1.0,0.9950248756218906,0.9975062344139651,402.0
Thing_Speak,0.9847715736040609,0.9568434032059187,0.9706066291432145,1622.0
Wipro_bulb,0.8333333333333334,0.8823529411764706,0.8571428571428571,51.0
accuracy,0.991796621182586,0.991796621182586,0.991796621182586,0.991796621182586
macro avg,0.8432861126003938,0.9615442749187998,0.872249637302602,24624.0
weighted avg,0.9938236709149293,0.991796621182586,0.9926024962694467,24624.0
