,precision,recall,f1-score,support
ARP_poisioning,0.9594594594594594,0.7787096774193548,0.8596866096866097,1550.0
DDOS_Slowloris,0.6862745098039216,0.9813084112149533,0.8076923076923077,107.0
DOS_SYN_Hping,1.0,1.0,1.0,18932.0
MQTT_Publish,1.0,0.9975874547647768,0.998792270531401,829.0
Metasploit_Brute_Force_SSH,0.05343511450381679,1.0,0.10144927536231885,7.0
NMAP_FIN_SCAN,0.2631578947368421,0.8333333333333334,0.4,6.0
NMAP_OS_DETECTION,0.9950248756218906,1.0,0.9975062344139651,400.0
NMAP_TCP_scan,1.0,1.0,1.0,200.0
NMAP_UDP_SCAN,0.9548133595284872,0.9382239382239382,0.9464459591041869,518.0
NMAP_XMAS_TREE_SCAN,1.0,0.9950248756218906,0.9975062344139651,402.0
Thing_Speak,0.8894145476049675,0.9272503082614056,0.9079384243887715,1622.0
Wipro_bulb,0.46078431372549017,0.9215686274509803,0.6143790849673203,51.0
accuracy,0.97953216374269,0.97953216374269,0.97953216374269,0.97953216374269
macro avg,0.7718636729154063,0.947750552190886,0.8026163667134038,24624.0
weighted avg,0.9862037116057869,0.97953216374269,0.9818191489458771,24624.0
