,precision,recall,f1-score,support
ARP_poisioning,0.9289544235924933,0.8941935483870967,0.9112426035502958,1550.0
DDOS_Slowloris,0.9534883720930233,0.7663551401869159,0.8497409326424871,107.0
DOS_SYN_Hping,0.9997359666261816,1.0,0.999867965882384,18932.0
MQTT_Publish,1.0,0.9975874547647768,0.998792270531401,829.0
Metasploit_Brute_Force_SSH,0.0,0.0,0.0,7.0
NMAP_FIN_SCAN,1.0,0.8333333333333334,0.9090909090909091,6.0
NMAP_OS_DETECTION,0.9900990099009901,1.0,0.9950248756218906,400.0
NMAP_TCP_scan,1.0,1.0,1.0,200.0
NMAP_UDP_SCAN,0.9139784946236559,0.9845559845559846,0.9479553903345725,518.0
NMAP_XMAS_TREE_SCAN,1.0,0.9950248756218906,0.9975062344139651,402.0
Thing_Speak,0.9126559714795008,0.9469790382244143,0.929500756429652,1622.0
Wipro_bulb,0.8125,0.5098039215686274,0.6265060240963856,51.0
accuracy,0.9870045484080572,0.9870045484080572,0.9870045484080572,0.9870045484080572
macro avg,0.8759510198596536,0.82731944138692,0.847102330216162,24624.0
weighted avg,0.9867263597492034,0.9870045484080572,0.9866777276616459,24624.0
