,precision,recall,f1-score,support
ARP_poisioning,0.9723756906077348,0.4541935483870968,0.6191732629727352,1550.0
DDOS_Slowloris,0.6794871794871795,0.9906542056074766,0.8060836501901141,107.0
DOS_SYN_Hping,0.9999471821687002,1.0,0.9999735903869008,18932.0
MQTT_Publish,1.0,0.9951749095295537,0.9975816203143894,829.0
Metasploit_Brute_Force_SSH,0.06363636363636363,1.0,0.11965811965811966,7.0
NMAP_FIN_SCAN,0.22727272727272727,0.8333333333333334,0.35714285714285715,6.0
NMAP_OS_DETECTION,0.9950248756218906,1.0,0.9975062344139651,400.0
NMAP_TCP_scan,1.0,1.0,1.0,200.0
NMAP_UDP_SCAN,0.9344894026974951,0.9362934362934363,0.9353905496624879,518.0
NMAP_XMAS_TREE_SCAN,1.0,0.9950248756218906,0.9975062344139651,402.0
Thing_Speak,0.7060717571297148,0.9463625154130703,0.8087460484720759,1622.0
Wipro_bulb,0.2830188679245283,0.8823529411764706,0.42857142857142855,51.0
accuracy,0.9602014294996751,0.9602014294996751,0.9602014294996751,0.9602014294996751
macro avg,0.7384436705455278,0.9194491471135274,0.7556111330165867,24624.0
weighted avg,0.9740681613689345,0.9602014294996751,0.9594550311406757,24624.0
