,precision,recall,f1-score,support
ARP_poisioning,0.9587155963302753,0.8090322580645162,0.8775367389783065,1550.0
DDOS_Slowloris,0.7019867549668874,0.9906542056074766,0.8217054263565892,107.0
DOS_SYN_Hping,1.0,1.0,1.0,18932.0
MQTT_Publish,1.0,0.9975874547647768,0.998792270531401,829.0
Metasploit_Brute_Force_SSH,0.08235294117647059,1.0,0.15217391304347827,7.0
NMAP_FIN_SCAN,0.11904761904761904,0.8333333333333334,0.20833333333333334,6.0
NMAP_OS_DETECTION,0.9950248756218906,1.0,0.9975062344139651,400.0
NMAP_TCP_scan,0.91324200913242,1.0,0.954653937947494,200.0
NMAP_UDP_SCAN,0.9548133595284872,0.9382239382239382,0.9464459591041869,518.0
NMAP_XMAS_TREE_SCAN,1.0,0.9950248756218906,0.9975062344139651,402.0
Thing_Speak,0.9141813755325624,0.9260172626387176,0.9200612557427259,1622.0
Wipro_bulb,0.44339622641509435,0.9215686274509803,0.5987261146496815,51.0
accuracy,0.9814002599090318,0.9814002599090318,0.9814002599090318,0.9814002599090318
macro avg,0.7568967298126422,0.9509534963088025,0.7894534515429271,24624.0
weighted avg,0.9870890019642579,0.9814002599090318,0.9833691771753441,24624.0
