,precision,recall,f1-score,support
ARP_poisioning,0.8480825958702065,0.3709677419354839,0.5161579892280072,1550.0
DDOS_Slowloris,0.7114093959731543,0.9906542056074766,0.828125,107.0
DOS_SYN_Hping,0.9996303923121601,1.0,0.9998151619973067,18932.0
MQTT_Publish,0.9833531510107015,0.9975874547647768,0.9904191616766467,829.0
Metasploit_Brute_Force_SSH,0.046511627906976744,0.8571428571428571,0.08823529411764706,7.0
NMAP_FIN_SCAN,0.10638297872340426,0.8333333333333334,0.18867924528301888,6.0
NMAP_OS_DETECTION,0.9657894736842105,0.9175,0.941025641025641,400.0
NMAP_TCP_scan,0.9049773755656109,1.0,0.9501187648456056,200.0
NMAP_UDP_SCAN,0.5795454545454546,0.8861003861003861,0.7007633587786259,518.0
NMAP_XMAS_TREE_SCAN,1.0,0.9950248756218906,0.9975062344139651,402.0
Thing_Speak,0.7713276123170116,0.9420468557336621,0.8481820704968082,1622.0
Wipro_bulb,0.40298507462686567,0.5294117647058824,0.4576271186440678,51.0
accuracy,0.951591942820013,0.951591942820013,0.951591942820013,0.951591942820013
macro avg,0.6933329277113129,0.8599807895788124,0.7088879200422783,24624.0
weighted avg,0.9613781876909858,0.951591942820013,0.949052930054202,24624.0
