,precision,recall,f1-score,support
ARP_poisioning,0.9846252402306214,0.9916129032258064,0.9881067180970748,1550.0
DDOS_Slowloris,0.9,0.9252336448598131,0.9124423963133641,107.0
DOS_SYN_Hping,1.0,1.0,1.0,18932.0
MQTT_Publish,0.998792270531401,0.9975874547647768,0.9981894990947495,829.0
Metasploit_Brute_Force_SSH,0.875,1.0,0.9333333333333333,7.0
NMAP_FIN_SCAN,0.7142857142857143,0.8333333333333334,0.7692307692307693,6.0
NMAP_OS_DETECTION,1.0,1.0,1.0,400.0
NMAP_TCP_scan,1.0,1.0,1.0,200.0
NMAP_UDP_SCAN,0.974757281553398,0.9691119691119691,0.9719264278799613,518.0
NMAP_XMAS_TREE_SCAN,1.0,0.9950248756218906,0.9975062344139651,402.0
Thing_Speak,0.9900805951642901,0.9845869297163995,0.9873261205564142,1622.0
Wipro_bulb,0.98,0.9607843137254902,0.9702970297029703,51.0
accuracy,0.9971978557504874,0.9971978557504874,0.9971978557504874,0.9971978557504874
macro avg,0.9514617584804522,0.9714396186966233,0.9606965440518834,24624.0
weighted avg,0.9972260244523573,0.9971978557504874,0.9972071180185125,24624.0
