,precision,recall,f1-score,support
ARP_poisioning,0.9802547770700637,0.9929032258064516,0.9865384615384616,1550.0
DDOS_Slowloris,0.8879310344827587,0.9626168224299065,0.9237668161434978,107.0
DOS_SYN_Hping,1.0,1.0,1.0,18932.0
MQTT_Publish,0.9975874547647768,0.9975874547647768,0.9975874547647768,829.0
Metasploit_Brute_Force_SSH,0.7,1.0,0.8235294117647058,7.0
NMAP_FIN_SCAN,0.5555555555555556,0.8333333333333334,0.6666666666666666,6.0
NMAP_OS_DETECTION,1.0,1.0,1.0,400.0
NMAP_TCP_scan,0.9950248756218906,1.0,0.9975062344139651,200.0
NMAP_UDP_SCAN,0.9860279441117764,0.9536679536679536,0.9695780176643768,518.0
NMAP_XMAS_TREE_SCAN,0.9975062344139651,0.9950248756218906,0.9962640099626401,402.0
Thing_Speak,0.9950155763239875,0.9845869297163995,0.989773783700031,1622.0
Wipro_bulb,0.98,0.9607843137254902,0.9702970297029703,51.0
accuracy,0.9971166341780376,0.9971166341780376,0.9971166341780376,0.9971166341780376
macro avg,0.9229086210287313,0.9733754090888502,0.943458990526841,24624.0
weighted avg,0.9972505311764045,0.9971166341780376,0.997152428050217,24624.0
